DAS IST PHRASE!
"Materialauswahl"
We are sending from 91.192.103.24
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=&as_epq=%22Materialauswahl%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=2016&as_yhi=2020&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
we have 10 articles of 14 total!
We will wait for 2 seconds...
There is no captcha!
14 0
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Chairside gefertigte monolithische Zirkonoxidkronen–praktische Empfehlungen zu Materialauswahl und klinischem Vorgehen|S Rinke, A Metzger, H Ziebolz - ZWR-Das Deutsche …, 2020 - thieme-connect.com|https://scholar.google.com/https://www.thieme-connect.com/products/ejournals/abstract/10.1055/a-1200-0155|2020|0|2|None|None|None|https://scholar.google.com/scholar?cluster=4219195017379915261&hl=en&as_sdt=1,5&as_ylo=2016&as_yhi=2020|None|Die 1. Generation der Zirkonoxidkeramiken mit einem Anteil von 3mol% Yttriumoxid weist zwar hohe Festigkeitswerte im Bereich von 1000–1200 MPa auf, die Lichtdurchlässigkeit (Transluzenz) dieser Werkstoffgruppe ist jedoch im Vergleich zu Glaskeramiken gering. Die …
MATERIALAUSWAHL FÜR MASCHINENBETTEN|C Brecher, B Sagmeister, M Fey, F Kneer - durcrete.de|https://scholar.google.com/https://durcrete.de/wp-content/uploads/2018/04/Artikel-MM-WZL_Kriechen_Deutsch_010_2018.pdf|None|0|0|None|https://scholar.google.com/https://durcrete.de/wp-content/uploads/2018/04/Artikel-MM-WZL_Kriechen_Deutsch_010_2018.pdf|None|None|None|Neben den fertigungstechnischen und wirtschaftlichen Gesichtspunkten bei der Auswahl geeigneter Werkstoffe spielen die mechanischen Eigenschaften eine wesentliche Rolle, da sie maßgeblich die Bauteileigenschaften bestimmen. Diese sind unter anderem die …
Chairside gefertigte monolithische Zirkonoxidkronen–praktische Empfehlungen zu Materialauswahl und klinischem Vorgehen: Teil 2|S Rinke, A Metzger, H Ziebolz - Zahnmedizin up2date, 2020 - thieme-connect.com|https://scholar.google.com/https://www.thieme-connect.com/products/ejournals/html/10.1055/a-1309-0141|2020|0|0|None|None|None|None|None|In den meisten Fällen gelingt so die ästhetische Optimierung der Restauration unter Verwendung einer farblosen Glasurmasse und lediglich 3 Malfarben (A+, grayish blue und value) und einer einzigen Brandführung. Dies führt zu einer deutlichen Verkürzung der …
Chairside gefertigte monolithische Zirkonoxidkronen–praktische Empfehlungen zu Materialauswahl und klinischem Vorgehen: Teil 1|S Rinke, A Metzger, H Ziebolz - Zahnmedizin up2date, 2020 - thieme-connect.com|https://scholar.google.com/https://www.thieme-connect.com/products/ejournals/html/10.1055/a-1308-9591|2020|0|0|None|None|None|None|None|Berücksichtigt man diese Voraussetzungen, so waren klassische Zirkonoxidkeramiken nicht für den Chairside-Einsatz geeignet, da die hohe Opazität der klassischen Zirkonoxidkeramiken immer auch der Verblendung zum Erzielen eines ästhetisch …
… –Werkzeuggestaltung–Kostenkalkulation–Nachbearbeitung-Fügeverfahren–Materialauswahl–Konstruktionsregeln–Prozessoptimierung–Fehlerbehebung|U Bruder - 2016 - books.google.com|https://scholar.google.com/https://books.google.com/books?hl=en&lr=&id=VoiZDQAAQBAJ&oi=fnd&pg=PA88&dq=+%22Materialauswahl%22&ots=X7EkUPzOG9&sig=FeCu88wgJ2u64VtMiZVFyulruYI|2016|1|2|150333781534690028|None|https://scholar.google.com/scholar?cites=150333781534690028&as_sdt=2005&sciodt=1,5&hl=en|https://scholar.google.com/scholar?cluster=150333781534690028&hl=en&as_sdt=1,5&as_ylo=2016&as_yhi=2020|None|Das Buch „Kunststofftechnik leicht gemacht “ist praxisorientiert, leicht verständlich und enthält viele Beispiele aus dem täglichen Leben. Es richtet sich an Schüler der Sekundarstufe und an Studenten, kann aber auch zu Ausbildungszwecken in …
CAD/CAM-Implantatabutments: Materialauswahl, Biege-und Bruchfestigkeit, klinische Bewährung|P GEHRKE, C FISCHER, O WEINHOLD, G DHOM - prof-dhom.de|https://scholar.google.com/https://www.prof-dhom.de/wordpress/wp-content/uploads/qz_2019_11_s1368.pdf|None|0|2|None|https://scholar.google.com/https://www.prof-dhom.de/wordpress/wp-content/uploads/qz_2019_11_s1368.pdf|None|https://scholar.google.com/scholar?cluster=3985971631837099845&hl=en&as_sdt=1,5&as_ylo=2016&as_yhi=2020|None|Implantataufbauten sind mehr als ein bloßes Kopplungselement zwischen dem osseointegrierten Implantatkörper und der prothetischen Suprakonstruktion. Sie gelten heute als wichtiger Faktor für den implantologischen Langzeiterfolg. Daher werden …
Erhöhung der Sicherheit und Energieeinsparung in Tunnelbauwerken durch Optimierung der Materialauswahl von Fahrbahndecken|S Krispel, M Peyerl, G Maier - Bautechnik, 2019 - Wiley Online Library|https://scholar.google.com/https://onlinelibrary.wiley.com/doi/abs/10.1002/bate.201800078|2019|0|2|None|None|None|https://scholar.google.com/scholar?cluster=17767929807104631384&hl=en&as_sdt=1,5&as_ylo=2016&as_yhi=2020|None|Abstract Dauerhaftigkeit und Langlebigkeit von Fahrbahndecken aus Beton sind allgemein bekannt. Aufgrund dieser Eigenschaften ist, bei Beachtung der wesentlichen Konstruktions‐und Herstellungsprinzipien, der Instandhaltungs‐bzw. Instandsetzungsbedarf sehr stark …
CAD/CAM-gefertigte Einzelzahnrestaurationen: Empfehlungen zur Materialauswahl|S Rinke, I Davarpanah, H Ziebolz - Zahnmedizin up2date, 2018 - thieme-connect.com|https://scholar.google.com/https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0043-110497|2018|0|0|None|None|None|None|None|Die Herstellung von Einzelzahnrestauration im digitalen Workflow kann heute mit einer vergleichbaren Präzision wie bei analoger Fertigung erfolgen. Aus der Vielzahl der zur Verfügung stehenden Materialien sind derzeit insbesondere monolithische und …
Überlegungen zur Materialauswahl|W Weißbach, M Dahms, C Jaroschek - Werkstoffe und ihre Anwendungen, 2018 - Springer|https://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-658-19892-3_13|2018|0|0|None|None|None|None|None|Zusammenfassung Jedes Bauteil einer Maschine, Anlage usw. arbeitet im Zusammenhang mit anderen Maschinenteilen (ist „in Funktion “). Dabei wird es durch zahlreiche äußere Einflüsse beansprucht. Es sind vor allem äußere Kräfte, die innere Spannungen erzeugen …
CAD/CAM-gefertigte Einzelzahnrestaurationen: Empfehlungen zur Materialauswahl|S Rinke, I Davarpanah, H Ziebolz - ZWR-Das Deutsche …, 2017 - thieme-connect.com|https://scholar.google.com/https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0043-117562|2017|0|0|None|None|None|None|None|Im digitalen Workflow kann die Herstellung Chairside oder Labside erfolgen. Bei der Chairside-Fertigung erfolgen die intraorale Datenerfassung und die CAD/CAM-gestützte Fertigung der Restauration in einem Behandlungstermin in der zahnärztlichen Praxis …
