DAS IST PHRASE!
"Materialauswahl"
We are sending from 151.237.185.110
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=&as_epq=%22Materialauswahl%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=2011&as_yhi=2015&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
we have 10 articles of 14 total!
We will wait for 2 seconds...
There is no captcha!
14 0
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Verbesserung der Dauerhaftigkeit von Textilbeton mittels Polymeren-Materialauswahl und Langzeitprognose|M Raupach, J Orlowsky, T Büttner - 2011 - d-nb.info|https://scholar.google.com/https://d-nb.info/1067729313/34#page=239|2011|3|5|10178794286030599400|None|https://scholar.google.com/scholar?cites=10178794286030599400&as_sdt=2005&sciodt=1,5&hl=en&oe=ASCII|https://scholar.google.com/scholar?cluster=10178794286030599400&hl=en&oe=ASCII&as_sdt=1,5&as_ylo=2011&as_yhi=2015|None|Die bei Textilbetonbauteilen üblicherweise zum Einsatz kommenden Bewehrungen können sowohl aus Carbon oder AR-Glas bestehen. Aufgrund des Preises und der Verfügbarkeit hat AR-Glas gegenüber Carbon allerdings eine deutlich größere Verbreitung am Markt …
Membranwerkstoffe: Zusammenhang zwischen Bauaufgabe und Materialauswahl|K Saxe, N Stranghöner, J Uhlemann - Proceedings of the 2. Essener Membranbau …, 2014|None|2014|3|0|8179302101192677442|None|https://scholar.google.com/scholar?cites=8179302101192677442&as_sdt=2005&sciodt=1,5&hl=en&oe=ASCII|None|None|None
8.3. 1 Materialauswahl und Festigkeitseigenschaften|G Stahlblechkonstruktionen - … : Grundlagen, Technik, Einsatz …, 2013 - books.google.com|https://scholar.google.com/https://books.google.com/books?hl=en&lr=&id=E-azBgAAQBAJ&oi=fnd&pg=PA223&dq=+%22Materialauswahl%22&ots=0t2onqbPMc&sig=IkD2gXseDvlMF7CfVI80TiTchSw|2013|0|0|None|None|None|None|None|Die Rotornabe ist eines der höchstbelasteten Bauteile der Windkraftanlage. In ihr konzentrieren sich die gesamten Rotorkräfte und Momente nahezu punktförmig. Die Auswahl des Materials im Hinblick auf die Ermüdungsfestigkeit muß deshalb mit größter …
16903, Erdöl-und Erdgasindustrie–Eigenschaften von Flüssigerdgas mit Einfluss auf die Auslegung und die Materialauswahl (ISO 16903: 2015)|E DIN - 2015 - Beuth Verlag, Berlin|None|2015|2|0|11873151978381661079|None|https://scholar.google.com/scholar?cites=11873151978381661079&as_sdt=2005&sciodt=1,5&hl=en&oe=ASCII|None|None|None
Materialauswahl und Herstellungsverfahren für Verbundisolatoren mit Silikongummimantel|KO Papailiou, F Schmuck - Silikon-Verbundisolatoren, 2012 - Springer|https://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-642-23814-7_7|2012|0|2|None|None|None|https://scholar.google.com/scholar?cluster=15332038237926132972&hl=en&oe=ASCII&as_sdt=1,5&as_ylo=2011&as_yhi=2015|None|In diesem Kapitel wird über den aktuellen Stand von Materialien und Fertigungsverfahren für Verbundisolatoren berichtet. Dies schließt auch einen Rückblick auf die Entwicklung von Stabmaterialien und damit verbundene Erfahrungen aus der eigenen Fertigung von …
Dauerhaftigkeit polymergetränkter AR‐Glas‐Bewehrungen in Beton–Materialauswahl und Lebensdauerprognose|T Büttner, M Raupach - Beton‐und Stahlbetonbau, 2013 - Wiley Online Library|https://scholar.google.com/https://onlinelibrary.wiley.com/doi/abs/10.1002/best.201200038|2013|0|3|None|None|None|https://scholar.google.com/scholar?cluster=11092444414051707936&hl=en&oe=ASCII&as_sdt=1,5&as_ylo=2011&as_yhi=2015|None|Die bei Textilbetonbauteilen üblicherweise zum Einsatz kommenden Bewehrungen bestehen entweder aus Carbon oder AR‐Glas. Aufgrund des Preises und der Verfügbarkeit am Markt hat AR‐Glas gegenüber Carbon im Bereich des Neubaus allerdings eine deutlich …
Materialauswahl für Betonbauten unter besonderer Berücksichtigung der Wasserdurchlässigkeit: Versuche und Erfahrungen|H Vetter, E Rissel - 2013 - books.google.com|https://scholar.google.com/https://books.google.com/books?hl=en&lr=&id=TRW1BgAAQBAJ&oi=fnd&pg=PA1&dq=+%22Materialauswahl%22&ots=-l_lkF2KkB&sig=IQsAJQEGSiCyZsXn7TR_EhZOLds|2013|0|3|None|None|None|https://scholar.google.com/scholar?cluster=7719494056182970186&hl=en&oe=ASCII&as_sdt=1,5&as_ylo=2011&as_yhi=2015|None|Vorwort. Anläßlich der Kanalisierung der etwa 110 km langen Neckar- strecke zwischen Mannheim und Heilbronn werden umfangreiche Bauwerke aus Beton notwendig. Allein die bis jetzt fertiggestellten Staustufen erforderten etwa 450000 m”. Bei Bauausführungen, bei welchen so erhebliche Betonmengen …
Einfluss von Materialauswahl und Bearbeitungsverfahren auf die Passgenauigkeit implantatgetragener CAD/CAM-Brücken|S Wittigschlager - 2011 - opus4.kobv.de|https://scholar.google.com/https://opus4.kobv.de/opus4-fau/frontdoor/index/index/docId/1569|2011|0|2|None|None|None|https://scholar.google.com/scholar?cluster=15162149804440593449&hl=en&oe=ASCII&as_sdt=1,5&as_ylo=2011&as_yhi=2015|None|Zusammenfassung Hintergrund und Ziele Der spannungsfreie Sitz implantatgetragener Restaurationen gilt als wesentlicher Faktor für deren Langzeitstabilität. Die kosteneffektive Technologie des Computer Aided Design/Computer Aided Manufacturing (CAD/CAM) hat …
INSTANDSETZUNG VON TRINKWASSERBEHÄLTERN: MATERIALAUSWAHL UND SPRITZMÖRIELVERFAHREN|G MERKL - Aqua & Gas, 2013 - pascal-francis.inist.fr|https://scholar.google.com/https://pascal-francis.inist.fr/vibad/index.php?action=getRecordDetail&idt=27901116|2013|1|3|9822134371404956252|None|https://scholar.google.com/scholar?cites=9822134371404956252&as_sdt=2005&sciodt=1,5&hl=en&oe=ASCII|https://scholar.google.com/scholar?cluster=9822134371404956252&hl=en&oe=ASCII&as_sdt=1,5&as_ylo=2011&as_yhi=2015|None|Sauf mention contraire ci-dessus, le contenu de cette notice bibliographique peut être utilisé dans le cadre d'une licence CC BY 4.0 Inist-CNRS/Unless otherwise stated above, the content of this bibliographic record may be used under a CC BY 4.0 licence by Inist-CNRS/A …
Berufsorientierung in dem Bereich der Fertigung einer Küchenar-beitsplatte unter dem Aspekt unterschiedlicher Materialauswahl an den ausgewählten …|S Flint, N Land, L Theile - technik.tu-berlin.de|https://scholar.google.com/https://www.technik.tu-berlin.de/fileadmin/fg301/Archivierungsprojekt/2014-Kuechenarbeitsplatte_geschwaerzt.pdf|None|0|3|None|https://scholar.google.com/https://www.technik.tu-berlin.de/fileadmin/fg301/Archivierungsprojekt/2014-Kuechenarbeitsplatte_geschwaerzt.pdf|None|https://scholar.google.com/scholar?cluster=8623361308567380923&hl=en&oe=ASCII&as_sdt=1,5&as_ylo=2011&as_yhi=2015|None|Um die Bedeutung der Küchenarbeitsplatte aufzuzeigen und eine historische Dimension zu integrieren, wird zunächst ein kurzer Überblick über die Entwicklung der Küche gegeben. Im Anschluss werden die ausgewählten Naturmaterialien Naturstein und Holz näher …
